[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=OccupiedTerritory+ predicate=first},74.12792542238857
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}],Item{object=Senegal+ predicate=nameEnglish},80.56228728111725
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},79.45870928353254
[Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},78.40586213288756
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republic of Senegal+ predicate=nameEnglishLong},71.86743518080175
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}],Item{object=OccupiedTerritory+ predicate=first},86.18277446217841
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Senegal+ predicate=nameEnglish},66.79373646356954
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},95.01744479314074
[Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},96.56102140904339
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republic of Senegal+ predicate=nameEnglishLong},84.93974265050282
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}],Item{object=Republique du Senegal+ predicate=nameLocalLong},72.24192736599635
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=Senegal+ predicate=nameEnglish},81.06931078915349
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},72.54327850081333
[Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},67.62583522723729
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republic of Senegal+ predicate=nameEnglishLong},72.68946335620349
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}],Item{object=OccupiedTerritory+ predicate=first},89.72900675091135
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},73.51282854909765
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=Senegal+ predicate=nameEnglish},91.7041840045836
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},77.83793363293134
[Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},72.18478487773898
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republic of Senegal+ predicate=nameEnglishLong},67.8129888964797
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},83.62131078636352
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},79.042169288206
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},92.36811310856679
[Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},90.38668306476477
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republic of Senegal+ predicate=nameEnglishLong},73.48718738420708
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}],Item{object=OccupiedTerritory+ predicate=first},69.66530816325113
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=OccupiedTerritory+ predicate=disjointWith},85.02492564986781
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},73.73580683557435
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},94.03401394336151
[Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},91.42947118655887
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republic of Senegal+ predicate=nameEnglishLong},73.92433787865659
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}],Item{object=Republique du Senegal+ predicate=nameLocalLong},96.26642206114056
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},74.09263035569789
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},77.4162595039231
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},87.09129118681626
[Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},84.00045001941862
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republic of Senegal+ predicate=nameEnglishLong},74.03667159873326
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}],Item{object=OccupiedTerritory+ predicate=first},97.50396431489897
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},92.8933266843012
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},84.86423018120897
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},76.50004349965596
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},85.02690584001616
[Item{object=Republic of Senegal+ predicate=nameEnglishLong}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},81.15002170880913
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republic of Senegal+ predicate=nameEnglishLong},97.07670917059689
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=OccupiedTerritory+ predicate=first},77.18079388708463
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},79.42274635015495
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},93.07909550689716
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},97.98527520678786
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=first},70.61932025224442
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},72.58020924828129
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},71.81400672866937
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameLocal},83.68972380127049
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=first},97.97922591299907
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},70.22359112859485
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=Senegal+ predicate=nameEnglish},89.80316030663005
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},91.61307625394478
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=first},83.54477823876012
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=OccupiedTerritory+ predicate=disjointWith},73.89944027404276
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},79.48618948423271
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},93.18101699152255
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=Republique du Senegal+ predicate=nameLocalLong},79.4777889103391
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},72.02635181230623
[Item{object=Senegal+ predicate=nameLocal}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},70.7733244098218
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},91.02682484386679
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=first},88.52166153203675
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},87.54554693387539
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},88.90953500552217
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},86.69263588799987
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},74.50236036699701
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},79.85079229998126
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},84.91317767453475
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},98.37293529060904
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=OccupiedTerritory+ predicate=domain},71.9971996463171
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},74.30286875219649
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},70.86904061977236
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=Senegal+ predicate=nameEnglish},87.18071029909126
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=OccupiedTerritory+ predicate=domain},95.19943344835387
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},68.99704318490537
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=OccupiedTerritory+ predicate=disjointWith},70.39948050305998
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},99.4688655913348
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=OccupiedTerritory+ predicate=domain},77.04756123882228
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republique du Senegal+ predicate=nameLocalLong},74.68456409752015
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},79.1544260431773
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},92.22680337345982
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=OccupiedTerritory+ predicate=domain},85.93327500166225
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},95.81764121330602
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},78.49117282743572
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},76.44066676506179
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},67.07037785163041
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=OccupiedTerritory+ predicate=domain},80.00976496316167
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},67.21922324041991
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},93.67087991959421
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=Senegal+ predicate=nameLocal},97.8992877123315
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},89.1243520112359
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},82.70780463406957
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=OccupiedTerritory+ predicate=disjointWith},96.27346079221564
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameLocal},87.66107184434927
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},97.89589246238413
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republique du Senegal+ predicate=nameLocalLong},90.54933333279703
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},77.61813238396786
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameLocal},86.12452060641408
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},73.01590932172566
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},96.80362529019368
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},76.31475603687937
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},93.39748636614834
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameLocal},73.59038346024988
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},90.3427832522187
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},95.01018273473767
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Senegal+ predicate=nameEnglish},67.66519407910457
